C_217351d2fd5a4a9bb19386d270564876_1_3	David Frost That Was the Week That Was (TW3) - Was "That was the week that was" successful?
C_217351d2fd5a4a9bb19386d270564876_1_4	David Frost That Was the Week That Was (TW3) - Was "That was the week that was" published to other country aside from Britain?
C_217351d2fd5a4a9bb19386d270564876_1_5	David Frost That Was the Week That Was (TW3) - How successful did American version of TW3 get?
C_217351d2fd5a4a9bb19386d270564876_1_6	David Frost That Was the Week That Was (TW3) - Besides "That was the week that was", did David Frost get other shows that was popular?
C_217351d2fd5a4a9bb19386d270564876_1_7	David Frost That Was the Week That Was (TW3) - Did David Frost get a partner on his job?
C_217351d2fd5a4a9bb19386d270564876_1_8	David Frost That Was the Week That Was (TW3) - Aside from television special, are there any other interesting aspects about David Frost, That Was the Week That Was (TW3)?
C_217351d2fd5a4a9bb19386d270564876_1_9	David Frost That Was the Week That Was (TW3) - Is David Frost incapable to swim?
C_1183ad7f6a684fc28b80ad594e48035d_0_1	Martha and the Vandellas Motown major hit years (1962-1968) - What happened  to Martha and the Vandellas during motown major hit years (1962-1968)?
C_1183ad7f6a684fc28b80ad594e48035d_0_2	Martha and the Vandellas Motown major hit years (1962-1968) - What happened to Martha and the Vandellas after striking gold with the second album release?
C_1183ad7f6a684fc28b80ad594e48035d_0_3	Martha and the Vandellas Motown major hit years (1962-1968) - Can you tell me how long did Martha and the Vandellas second album stay on the charts?
C_1183ad7f6a684fc28b80ad594e48035d_0_4	Martha and the Vandellas Motown major hit years (1962-1968) - What were some of Martha and the Vandellas major hits?
C_1183ad7f6a684fc28b80ad594e48035d_0_5	Martha and the Vandellas Motown major hit years (1962-1968) - Were Martha and the Vandellas popular among a lot of people?
C_1183ad7f6a684fc28b80ad594e48035d_0_6	Martha and the Vandellas Motown major hit years (1962-1968) - What other things took place after Martha and the Vandellas received a Grammy Award nomination?
C_1183ad7f6a684fc28b80ad594e48035d_0_7	Martha and the Vandellas Motown major hit years (1962-1968) - Did Martha and the Vandellas go on to continue to be successful after the second Top Ten single "Quicksand" was released?
C_1183ad7f6a684fc28b80ad594e48035d_0_8	Martha and the Vandellas Motown major hit years (1962-1968) - Any other important aspects regarding Martha and the Vandellas' major hit years other than the awards and nominations?
C_1183ad7f6a684fc28b80ad594e48035d_0_9	Martha and the Vandellas Motown major hit years (1962-1968) - Did Martha and the Vandellas grow apart after Annette left to get married and have a child?
C_1183ad7f6a684fc28b80ad594e48035d_0_10	Martha and the Vandellas Motown major hit years (1962-1968) - Did Betty Kelly do well with joining Martha and the Vandellas?
C_0c375df1b7874f38a2530ccfccb1d6e1_1_1	Nomeansno Early years as two-piece, Mama (1979-1982) - where did the group Nomeansno come together
C_0c375df1b7874f38a2530ccfccb1d6e1_1_2	Nomeansno Early years as two-piece, Mama (1979-1982) - did school cause Nomeansno breakup?
C_0c375df1b7874f38a2530ccfccb1d6e1_1_3	Nomeansno Early years as two-piece, Mama (1979-1982) - did any members of Nomeansno leave on good terms?
C_0c375df1b7874f38a2530ccfccb1d6e1_1_4	Nomeansno Early years as two-piece, Mama (1979-1982) - Besides Nomeansno's original sound, did Nomeansno ever try other forms of music
C_0c375df1b7874f38a2530ccfccb1d6e1_1_5	Nomeansno Early years as two-piece, Mama (1979-1982) - Did Nomeansno ever have dreams of touring?
C_0c375df1b7874f38a2530ccfccb1d6e1_1_6	Nomeansno Early years as two-piece, Mama (1979-1982) - Was Nomeansno always into music?
C_0c375df1b7874f38a2530ccfccb1d6e1_1_7	Nomeansno Early years as two-piece, Mama (1979-1982) - Did Nomeansno have a back up plan if music fell through?
C_8d50647977304f559cc6b26bd64e27fc_1_1	Ernie Kovacs Death - When did Ernie Kovacs die?
C_8d50647977304f559cc6b26bd64e27fc_1_2	Ernie Kovacs Death - Are there any other interesting aspects about this article in addition to Ernie being killed in a car accident?
C_8d50647977304f559cc6b26bd64e27fc_1_3	Ernie Kovacs Death - Did Ernie Kovacs have children?
C_8d50647977304f559cc6b26bd64e27fc_1_4	Ernie Kovacs Death - What did Ernie's daughter die from?
C_8d50647977304f559cc6b26bd64e27fc_1_5	Ernie Kovacs Death - What did Ernie do after Kippie's death?
C_8d50647977304f559cc6b26bd64e27fc_1_6	Ernie Kovacs Death - What does Ernie's epitaph read?
C_8d50647977304f559cc6b26bd64e27fc_1_7	Ernie Kovacs Death - When did Ernie Kovacs die?
C_8d50647977304f559cc6b26bd64e27fc_1_8	Ernie Kovacs Death - Did Ernie Kovacs have a wife?
C_8d50647977304f559cc6b26bd64e27fc_1_9	Ernie Kovacs Death - What did the people speaking to Ernie's wife tell Mrs. Kovacs?
C_61f7b6bfa43f4590b3b5f6583174f11a_0_1	3 Doors Down Continued success: 2005-2010 - What albums for 3 Doors Down were released between 2005-2010?
C_61f7b6bfa43f4590b3b5f6583174f11a_0_2	3 Doors Down Continued success: 2005-2010 - What were the titles of the albums for 3 Doors Down released between 2005-2010??
C_61f7b6bfa43f4590b3b5f6583174f11a_0_3	3 Doors Down Continued success: 2005-2010 - What were the singles released from the album 2005's Seventeen Days?
C_61f7b6bfa43f4590b3b5f6583174f11a_0_4	3 Doors Down Continued success: 2005-2010 - Were 2005's Seventeen Days number 1 hits?
C_61f7b6bfa43f4590b3b5f6583174f11a_0_5	3 Doors Down Continued success: 2005-2010 - What other albums did 3 Doors Down release besides 2005's Seventeen Days ?
C_61f7b6bfa43f4590b3b5f6583174f11a_0_6	3 Doors Down Continued success: 2005-2010 - What singles were on the self-titled fourth album?
C_61f7b6bfa43f4590b3b5f6583174f11a_0_7	3 Doors Down Continued success: 2005-2010 - Wasn't Seventeen Days the name of the 2005 album?
C_502dac1d421944dfaf5a09b716a19c4b_1_1	Faith No More Mike Patton joins and The Real Thing (1989-1991) - What is Angel Dust by Faith No More?
C_502dac1d421944dfaf5a09b716a19c4b_1_2	Faith No More Mike Patton joins and The Real Thing (1989-1991) - Was Faith No More a band?
C_502dac1d421944dfaf5a09b716a19c4b_1_3	Faith No More Mike Patton joins and The Real Thing (1989-1991) - What was Angel Dust by Faith No More?
C_502dac1d421944dfaf5a09b716a19c4b_1_4	Faith No More Mike Patton joins and The Real Thing (1989-1991) - What kind of music does Faith No More make?
C_502dac1d421944dfaf5a09b716a19c4b_1_5	Faith No More Mike Patton joins and The Real Thing (1989-1991) - Is there anything interesting about Faith No More and Mike Patton?
C_b200a4798a7349ff8822b7bcf5addda2_0_1	Zhang Heng Science and technology - What did Zhang Heng have to do with science and technology?
C_b200a4798a7349ff8822b7bcf5addda2_0_2	Zhang Heng Science and technology - What did Zhang Heng's mechanical inventions influence Chinese inventors to do?
C_b200a4798a7349ff8822b7bcf5addda2_0_3	Zhang Heng Science and technology - What was Zhang Heng biggest accomplishment?
C_b200a4798a7349ff8822b7bcf5addda2_0_4	Zhang Heng Science and technology - How did the world react to the celestial spere theory?
C_b200a4798a7349ff8822b7bcf5addda2_0_5	Zhang Heng Science and technology - What was Zhang Heng greatest accomplishment?
C_b200a4798a7349ff8822b7bcf5addda2_0_6	Zhang Heng Science and technology - Did Zhang Heng win any sort of praise or awards?
C_b200a4798a7349ff8822b7bcf5addda2_0_7	Zhang Heng Science and technology - Besides his theory, are there any other interesting aspects about Zhang Heng?
C_2a5565a59286404c9b962d2cd426be68_0_1	Lillian Moller Gilbreth Career - What type of work did Lillian Moller Gilbreth do?
C_2a5565a59286404c9b962d2cd426be68_0_2	Lillian Moller Gilbreth Career - Aside from pyschology, what other type of work did Lillian Moller Gilbreth do?
C_2a5565a59286404c9b962d2cd426be68_0_3	Lillian Moller Gilbreth Career - What type of books did Lillian Moller Gilbreth write?
C_2a5565a59286404c9b962d2cd426be68_0_4	Lillian Moller Gilbreth Career - Besides papers on scientific topics, did Lillian Moller Gilbreth write anything else ?
C_2a5565a59286404c9b962d2cd426be68_0_5	Lillian Moller Gilbreth Career - In addition to running a business and publishing papers, did Lillian Moller Breth have any other career highlights?
C_2a5565a59286404c9b962d2cd426be68_0_6	Lillian Moller Gilbreth Career - Why did Lillian Moller Gilbreth and Frank write as sole authors?
C_2a5565a59286404c9b962d2cd426be68_0_7	Lillian Moller Gilbreth Career - Along with becoming the first American engineer to create a synthesis of pyschology and scientific management, is there anything else interesting?
C_2a5565a59286404c9b962d2cd426be68_0_8	Lillian Moller Gilbreth Career - Besides joint publications, what other things did the Frank and Lillian Moller Gilbreth do?
C_46b0baa6f2eb4e558d0f6df73e54b517_0_1	Luis Antonio Tagle Bishop of Imus - when did Luis Antonio Tagle become bishop of Imus?
C_46b0baa6f2eb4e558d0f6df73e54b517_0_2	Luis Antonio Tagle Bishop of Imus - what did Luis Antonio Tagle do before being appointed Bishop of Imus?
C_46b0baa6f2eb4e558d0f6df73e54b517_0_3	Luis Antonio Tagle Bishop of Imus - how was Luis Antonio Tagle's life during his tenure?
C_46b0baa6f2eb4e558d0f6df73e54b517_0_4	Luis Antonio Tagle Bishop of Imus - did Luis Antonio Tagle ever meet the pope?
C_46b0baa6f2eb4e558d0f6df73e54b517_0_5	Luis Antonio Tagle Bishop of Imus - could you tell me more about Luis Antonio Tagle please besides living simply?
C_9c9610aa3ce045f884f748c530eec16f_0_1	Greg LeMond 1990: A third tour win - How was Greg LeMond third win different?
C_9c9610aa3ce045f884f748c530eec16f_0_2	Greg LeMond 1990: A third tour win - Did Greg LeMond ever have to deal with injuries?
C_9c9610aa3ce045f884f748c530eec16f_0_3	Greg LeMond 1990: A third tour win - What is one interesting piece of information from 1990: A third tour win?
C_9c9610aa3ce045f884f748c530eec16f_0_4	Greg LeMond 1990: A third tour win - Why was there plan upset for Greg LeMond?
C_9c9610aa3ce045f884f748c530eec16f_0_5	Greg LeMond 1990: A third tour win - Did Greg LeMond retire after his third win?
C_9c9610aa3ce045f884f748c530eec16f_0_6	Greg LeMond 1990: A third tour win - Who took second when Greg LeMond won?
C_9c9610aa3ce045f884f748c530eec16f_0_7	Greg LeMond 1990: A third tour win - Were Greg LeMond and Claudio Chiappucci from the same country?
C_03bc43463b984a15a99be98521739e74_0_1	The Apples in Stereo 1994-1995: Hypnotic Suggestion and Fun Trick Noisemaker - What is Hypnotic Suggestion?
C_03bc43463b984a15a99be98521739e74_0_2	The Apples in Stereo 1994-1995: Hypnotic Suggestion and Fun Trick Noisemaker - Was the album Hypnotic Suggestion successul?
C_03bc43463b984a15a99be98521739e74_0_3	The Apples in Stereo 1994-1995: Hypnotic Suggestion and Fun Trick Noisemaker - What is Fun Trick Noisemaker?
C_03bc43463b984a15a99be98521739e74_0_4	The Apples in Stereo 1994-1995: Hypnotic Suggestion and Fun Trick Noisemaker - What were the single hits of the album, Fun Trick Noisemaker?
C_eaf0dac19b264168a521b97b0b6d3752_0_1	Aimee Semple McPherson Media relations - What influenced Mcphersons career?
C_eaf0dac19b264168a521b97b0b6d3752_0_2	Aimee Semple McPherson Media relations - how did Mcpherson's faith guide her in helping people?
C_eaf0dac19b264168a521b97b0b6d3752_0_3	Aimee Semple McPherson Media relations - where there any conflicts in Mcpherson's faith healing or ministry?
C_eaf0dac19b264168a521b97b0b6d3752_0_4	Aimee Semple McPherson Media relations - Did Mcpherson have any children?
C_eaf0dac19b264168a521b97b0b6d3752_0_5	Aimee Semple McPherson Media relations - Aside from Mcpherson's ministry Are there any other interesting aspects about this article about Mcpherson?
C_eaf0dac19b264168a521b97b0b6d3752_0_6	Aimee Semple McPherson Media relations - did Mcpherson practice faith healing until she passed away?
C_d6375edfbf57404b88c47daa80fb83f0_0_1	Red Skelton Radio, divorce and remarriage (1937-1951) - Was Red Skelton on the radio?
C_d6375edfbf57404b88c47daa80fb83f0_0_2	Red Skelton Radio, divorce and remarriage (1937-1951) - Did Red Skelton do ads on radio or shows?
C_d6375edfbf57404b88c47daa80fb83f0_0_3	Red Skelton Radio, divorce and remarriage (1937-1951) - Was the show The Raleigh Cigarette Program popular?
C_d6375edfbf57404b88c47daa80fb83f0_0_4	Red Skelton Radio, divorce and remarriage (1937-1951) - How was Red Skelton's personal life?
C_d6375edfbf57404b88c47daa80fb83f0_0_5	Red Skelton Radio, divorce and remarriage (1937-1951) - Was Red Skelton married?
C_d6375edfbf57404b88c47daa80fb83f0_0_6	Red Skelton Radio, divorce and remarriage (1937-1951) - Did Red Skelton get divorced?
C_f61797b8cc554761a4647de15fbd2199_1_1	Ruben Studdard 2006-2008: The Return - what happened in 2006?
C_f61797b8cc554761a4647de15fbd2199_1_2	Ruben Studdard 2006-2008: The Return - how did Ruben Studdard's album "The Return" do?
C_f61797b8cc554761a4647de15fbd2199_1_3	Ruben Studdard 2006-2008: The Return - why did sales of Ruben Studdard's album "The Return" decline rapidly?
C_f61797b8cc554761a4647de15fbd2199_1_4	Ruben Studdard 2006-2008: The Return - what was Ruben Studdard's greatest accomplishment?
C_f61797b8cc554761a4647de15fbd2199_1_5	Ruben Studdard 2006-2008: The Return - how did Ruden Studdard's "Make Ya Feel Beautiful" do?
C_f61797b8cc554761a4647de15fbd2199_1_6	Ruben Studdard 2006-2008: The Return - what is the most important fact in this article on Ruben Studdard?
C_f61797b8cc554761a4647de15fbd2199_1_7	Ruben Studdard 2006-2008: The Return - Are there any other interesting aspects about this article besides The Return?
C_f61797b8cc554761a4647de15fbd2199_1_8	Ruben Studdard 2006-2008: The Return - what was the American Idol season 7 farewell song?
C_e8222f72e3ca4f74a76588abb3ba15bb_0_1	Dinosaur Jr. You're Living All Over Me - What is You're living all over me by Dinosaur Jr.?
C_e8222f72e3ca4f74a76588abb3ba15bb_0_2	Dinosaur Jr. You're Living All Over Me - Was You're Living All Over Me by Dinosaur Jr. successful?
C_e8222f72e3ca4f74a76588abb3ba15bb_0_3	Dinosaur Jr. You're Living All Over Me - Did You're Living All Over my by Dinosaur Jr. win any awards?
C_e8222f72e3ca4f74a76588abb3ba15bb_0_4	Dinosaur Jr. You're Living All Over Me - Were any singles released from You're Living All Over Me by Dinosaur Jr.?
C_e8222f72e3ca4f74a76588abb3ba15bb_0_5	Dinosaur Jr. You're Living All Over Me - What was the Weed Forestin' Tape?
C_e8222f72e3ca4f74a76588abb3ba15bb_0_6	Dinosaur Jr. You're Living All Over Me - Was The Weed Forestin' Tape by Sebadoh successful?
C_e8222f72e3ca4f74a76588abb3ba15bb_0_7	Dinosaur Jr. You're Living All Over Me - Besides Dinosaur Jr. recording much of their second album with Sonic Youth engineer Wharton Tiers, what other interesting things can you tell me about the article?
